"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 00:22:12.014,290.362,-75.989,26109.546638
1 Jan 2020 00:22:42.000,290.700,-76.163,25903.915438
1 Jan 2020 00:23:12.000,291.041,-76.352,25700.698113
1 Jan 2020 00:23:42.000,291.385,-76.557,25500.239872
1 Jan 2020 00:24:12.000,291.735,-76.779,25302.793295
1 Jan 2020 00:24:42.000,292.090,-77.017,25108.613819
1 Jan 2020 00:25:12.000,292.454,-77.272,24917.959354
1 Jan 2020 00:25:42.000,292.827,-77.543,24731.089848
1 Jan 2020 00:26:12.000,293.211,-77.831,24548.266808
1 Jan 2020 00:26:42.000,293.609,-78.136,24369.752477
1 Jan 2020 00:27:12.000,294.023,-78.457,24195.810435
1 Jan 2020 00:27:42.000,294.455,-78.794,24026.703180
1 Jan 2020 00:28:12.000,294.910,-79.148,23862.692646
1 Jan 2020 00:28:42.000,295.391,-79.518,23704.039168
1 Jan 2020 00:29:12.000,295.903,-79.904,23551.000695
1 Jan 2020 00:29:42.000,296.453,-80.304,23403.831705
1 Jan 2020 00:30:12.000,297.046,-80.720,23262.783369
1 Jan 2020 00:30:42.000,297.691,-81.151,23128.101060
1 Jan 2020 00:31:12.000,298.401,-81.595,23000.024464
1 Jan 2020 00:31:42.000,299.187,-82.052,22878.786336
1 Jan 2020 00:32:12.000,300.069,-82.521,22764.611294
1 Jan 2020 00:32:42.000,301.068,-83.002,22657.715622
1 Jan 2020 00:33:12.000,302.216,-83.493,22558.305009
1 Jan 2020 00:33:42.000,303.552,-83.993,22466.574377
1 Jan 2020 00:34:12.000,305.134,-84.500,22382.706540
1 Jan 2020 00:34:42.000,307.042,-85.013,22306.871763
1 Jan 2020 00:35:12.000,309.391,-85.528,22239.226019
1 Jan 2020 00:35:42.000,312.358,-86.041,22179.910660
1 Jan 2020 00:36:12.000,316.212,-86.549,22129.051382
1 Jan 2020 00:36:42.000,321.383,-87.042,22086.757806
1 Jan 2020 00:37:12.000,328.564,-87.506,22053.122300
1 Jan 2020 00:37:42.000,338.819,-87.919,22028.219773
1 Jan 2020 00:38:12.000,353.432,-88.238,22012.107094
1 Jan 2020 00:38:42.000,12.645,-88.403,22004.822824
1 Jan 2020 00:39:12.000,33.431,-88.365,22006.386819
1 Jan 2020 00:39:42.000,51.138,-88.138,22016.800228
1 Jan 2020 00:40:12.000,64.051,-87.779,22036.045501
1 Jan 2020 00:40:42.000,73.038,-87.343,22064.086324
1 Jan 2020 00:41:12.000,79.369,-86.866,22100.868106
1 Jan 2020 00:41:42.000,83.967,-86.366,22146.318178
1 Jan 2020 00:42:12.000,87.417,-85.854,22200.346395
1 Jan 2020 00:42:42.000,90.083,-85.338,22262.845270
1 Jan 2020 00:43:12.000,92.195,-84.822,22333.691249
1 Jan 2020 00:43:42.000,93.904,-84.310,22412.745050
1 Jan 2020 00:44:12.000,95.311,-83.803,22499.852735
1 Jan 2020 00:44:42.000,96.487,-83.305,22594.845951
