"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 00:13:52.685,275.529,-75.075,28605.721198
1 Jan 2020 00:14:22.000,274.638,-75.080,28420.487884
1 Jan 2020 00:14:52.000,273.702,-75.094,28232.373046
1 Jan 2020 00:15:22.000,272.741,-75.117,28045.911851
1 Jan 2020 00:15:52.000,271.753,-75.150,27861.299889
1 Jan 2020 00:16:22.000,270.737,-75.192,27678.734182
1 Jan 2020 00:16:52.000,269.690,-75.243,27498.412942
1 Jan 2020 00:17:22.000,268.612,-75.303,27320.535313
1 Jan 2020 00:17:52.000,267.500,-75.373,27145.301090
1 Jan 2020 00:18:22.000,266.352,-75.450,26972.910415
1 Jan 2020 00:18:52.000,265.167,-75.537,26803.563450
1 Jan 2020 00:19:22.000,263.943,-75.631,26637.460027
1 Jan 2020 00:19:52.000,262.677,-75.733,26474.798991
1 Jan 2020 00:20:22.000,261.367,-75.842,26315.778939
1 Jan 2020 00:20:52.000,260.011,-75.958,26160.596089
1 Jan 2020 00:21:22.000,258.607,-76.081,26009.444986
1 Jan 2020 00:21:52.000,257.153,-76.209,25862.517748
1 Jan 2020 00:22:22.000,255.645,-76.343,25720.003582
1 Jan 2020 00:22:52.000,254.083,-76.481,25582.088288
1 Jan 2020 00:23:22.000,252.463,-76.624,25448.953485
1 Jan 2020 00:23:52.000,250.783,-76.769,25320.777088
1 Jan 2020 00:24:22.000,249.041,-76.917,25197.731244
1 Jan 2020 00:24:52.000,247.235,-77.066,25079.982800
1 Jan 2020 00:25:22.000,245.363,-77.215,24967.692490
1 Jan 2020 00:25:52.000,243.424,-77.365,24861.014375
1 Jan 2020 00:26:22.000,241.417,-77.512,24760.095079
1 Jan 2020 00:26:52.000,239.340,-77.658,24665.074087
1 Jan 2020 00:27:22.000,237.193,-77.799,24576.081923
1 Jan 2020 00:27:52.000,234.977,-77.936,24493.240494
1 Jan 2020 00:28:22.000,232.692,-78.067,24416.662372
1 Jan 2020 00:28:52.000,230.340,-78.192,24346.450174
1 Jan 2020 00:29:22.000,227.922,-78.308,24282.696704
1 Jan 2020 00:29:52.000,225.443,-78.415,24225.483649
1 Jan 2020 00:30:22.000,222.906,-78.512,24174.881814
1 Jan 2020 00:30:52.000,220.315,-78.599,24130.950640
1 Jan 2020 00:31:22.000,217.677,-78.673,24093.737831
1 Jan 2020 00:31:52.000,214.998,-78.735,24063.279519
1 Jan 2020 00:32:22.000,212.286,-78.783,24039.599476
1 Jan 2020 00:32:52.000,209.548,-78.818,24022.709410
1 Jan 2020 00:33:22.000,206.792,-78.839,24012.608797
1 Jan 2020 00:33:52.000,204.027,-78.846,24009.284837
1 Jan 2020 00:34:22.000,201.262,-78.839,24012.712664
1 Jan 2020 00:34:52.000,198.506,-78.817,24022.855199
1 Jan 2020 00:35:22.000,195.766,-78.782,24039.663501
1 Jan 2020 00:35:52.000,193.052,-78.734,24063.076939
1 Jan 2020 00:36:22.000,190.369,-78.673,24093.023487
1 Jan 2020 00:36:52.000,187.725,-78.600,24129.419972
1 Jan 2020 00:37:22.000,185.126,-78.516,24172.172541
1 Jan 2020 00:37:52.000,182.576,-78.422,24221.177020
1 Jan 2020 00:38:22.000,180.079,-78.318,24276.319372
1 Jan 2020 00:38:52.000,177.640,-78.206,24337.476257
1 Jan 2020 00:39:22.000,175.260,-78.086,24404.515263
1 Jan 2020 00:39:52.000,172.940,-77.961,24477.295847
1 Jan 2020 00:40:22.000,170.682,-77.830,24555.669629
1 Jan 2020 00:40:52.000,168.486,-77.695,24639.481027
1 Jan 2020 00:41:22.000,166.352,-77.557,24728.567834
1 Jan 2020 00:41:52.000,164.278,-77.417,24822.761938
1 Jan 2020 00:42:22.000,162.263,-77.275,24921.889385
1 Jan 2020 00:42:52.000,160.307,-77.133,25025.771726
1 Jan 2020 00:43:22.000,158.406,-76.992,25134.226088
