"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 00:49:39.676,203.049,-75.068,28605.169236
1 Jan 2020 00:50:09.000,202.364,-75.071,28436.808131
1 Jan 2020 00:50:39.000,201.651,-75.083,28265.199101
1 Jan 2020 00:51:09.000,200.924,-75.103,28094.344968
1 Jan 2020 00:51:39.000,200.182,-75.130,27924.363496
1 Jan 2020 00:52:09.000,199.424,-75.166,27755.373741
1 Jan 2020 00:52:39.000,198.649,-75.209,27587.495982
1 Jan 2020 00:53:09.000,197.857,-75.261,27420.851658
1 Jan 2020 00:53:39.000,197.046,-75.320,27255.563289
1 Jan 2020 00:54:09.000,196.215,-75.388,27091.754394
1 Jan 2020 00:54:39.000,195.364,-75.464,26929.549396
1 Jan 2020 00:55:09.000,194.490,-75.548,26769.073527
1 Jan 2020 00:55:39.000,193.592,-75.639,26610.452715
1 Jan 2020 00:56:09.000,192.669,-75.739,26453.813470
1 Jan 2020 00:56:39.000,191.720,-75.846,26299.282752
1 Jan 2020 00:57:09.000,190.743,-75.961,26146.987839
1 Jan 2020 00:57:39.000,189.736,-76.083,25997.056177
1 Jan 2020 00:58:09.000,188.698,-76.213,25849.614933
1 Jan 2020 00:58:39.000,187.626,-76.350,25704.792005
1 Jan 2020 00:59:09.000,186.519,-76.493,25562.714068
1 Jan 2020 00:59:39.000,185.375,-76.644,25423.507581
1 Jan 2020 01:00:09.000,184.190,-76.800,25287.298285
1 Jan 2020 01:00:39.000,182.964,-76.963,25154.211003
1 Jan 2020 01:01:09.000,181.693,-77.131,25024.369417
1 Jan 2020 01:01:39.000,180.374,-77.304,24897.895848
1 Jan 2020 01:02:09.000,179.006,-77.482,24774.911016
1 Jan 2020 01:02:39.000,177.584,-77.664,24655.533555
1 Jan 2020 01:03:09.000,176.107,-77.850,24539.880764
1 Jan 2020 01:03:39.000,174.570,-78.039,24428.066832
1 Jan 2020 01:04:09.000,172.970,-78.231,24320.203600
1 Jan 2020 01:04:39.000,171.305,-78.424,24216.400035
1 Jan 2020 01:05:09.000,169.571,-78.618,24116.761959
1 Jan 2020 01:05:39.000,167.764,-78.813,24021.391785
1 Jan 2020 01:06:09.000,165.881,-79.007,23930.388052
1 Jan 2020 01:06:39.000,163.919,-79.199,23843.845910
1 Jan 2020 01:07:09.000,161.875,-79.389,23761.855712
1 Jan 2020 01:07:39.000,159.746,-79.575,23684.503519
1 Jan 2020 01:08:09.000,157.529,-79.756,23611.870645
1 Jan 2020 01:08:39.000,155.224,-79.932,23544.033413
1 Jan 2020 01:09:09.000,152.828,-80.101,23481.062913
1 Jan 2020 01:09:39.000,150.342,-80.261,23423.024636
1 Jan 2020 01:10:09.000,147.767,-80.413,23369.978819
1 Jan 2020 01:10:39.000,145.104,-80.554,23321.979392
1 Jan 2020 01:11:09.000,142.356,-80.683,23279.074370
1 Jan 2020 01:11:39.000,139.528,-80.799,23241.305549
1 Jan 2020 01:12:09.000,136.626,-80.902,23208.708352
1 Jan 2020 01:12:39.000,133.658,-80.990,23181.311648
1 Jan 2020 01:13:09.000,130.633,-81.062,23159.137913
1 Jan 2020 01:13:39.000,127.561,-81.118,23142.202738
1 Jan 2020 01:14:09.000,124.455,-81.157,23130.515059
1 Jan 2020 01:14:39.000,121.325,-81.178,23124.077053
1 Jan 2020 01:15:09.000,118.186,-81.183,23122.884136
1 Jan 2020 01:15:39.000,115.051,-81.169,23126.924975
1 Jan 2020 01:16:09.000,111.933,-81.138,23136.181555
1 Jan 2020 01:16:39.000,108.845,-81.091,23150.629201
1 Jan 2020 01:17:09.000,105.798,-81.027,23170.236714
1 Jan 2020 01:17:39.000,102.803,-80.947,23194.966472
1 Jan 2020 01:18:09.000,99.869,-80.853,23224.774566
