"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2020 02:14:00.392,310.528,-75.067,28593.983867
1 Jan 2020 02:14:30.000,311.852,-75.070,28453.335664
1 Jan 2020 02:15:00.000,313.202,-75.078,28311.053979
1 Jan 2020 02:15:30.000,314.562,-75.091,28169.158296
1 Jan 2020 02:16:00.000,315.934,-75.110,28027.807157
1 Jan 2020 02:16:30.000,317.318,-75.134,27887.161784
1 Jan 2020 02:17:00.000,318.717,-75.164,27747.385950
1 Jan 2020 02:17:30.000,320.130,-75.199,27608.645836
1 Jan 2020 02:18:00.000,321.561,-75.240,27471.109868
1 Jan 2020 02:18:30.000,323.009,-75.286,27334.948542
1 Jan 2020 02:19:00.000,324.477,-75.337,27200.334237
1 Jan 2020 02:19:30.000,325.967,-75.393,27067.440998
1 Jan 2020 02:20:00.000,327.478,-75.454,26936.444314
1 Jan 2020 02:20:30.000,329.014,-75.520,26807.520871
1 Jan 2020 02:21:00.000,330.576,-75.590,26680.848291
1 Jan 2020 02:21:30.000,332.164,-75.664,26556.604841
1 Jan 2020 02:22:00.000,333.781,-75.743,26434.969142
1 Jan 2020 02:22:30.000,335.429,-75.825,26316.119837
1 Jan 2020 02:23:00.000,337.107,-75.910,26200.235106
1 Jan 2020 02:23:30.000,338.819,-75.998,26087.492914
1 Jan 2020 02:24:00.000,340.564,-76.089,25978.069712
1 Jan 2020 02:24:30.000,342.346,-76.181,25872.140660
1 Jan 2020 02:25:00.000,344.163,-76.275,25769.879062
1 Jan 2020 02:25:30.000,346.019,-76.370,25671.455936
1 Jan 2020 02:26:00.000,347.913,-76.465,25577.039577
1 Jan 2020 02:26:30.000,349.846,-76.561,25486.795099
1 Jan 2020 02:27:00.000,351.819,-76.655,25400.883874
1 Jan 2020 02:27:30.000,353.832,-76.748,25319.463479
1 Jan 2020 02:28:00.000,355.885,-76.838,25242.686577
1 Jan 2020 02:28:30.000,357.977,-76.926,25170.700872
1 Jan 2020 02:29:00.000,0.109,-77.011,25103.648524
1 Jan 2020 02:29:30.000,2.278,-77.091,25041.665669
1 Jan 2020 02:30:00.000,4.484,-77.167,24984.881900
1 Jan 2020 02:30:30.000,6.724,-77.237,24933.420020
1 Jan 2020 02:31:00.000,8.997,-77.301,24887.395265
1 Jan 2020 02:31:30.000,11.300,-77.359,24846.915109
1 Jan 2020 02:32:00.000,13.629,-77.409,24812.078789
1 Jan 2020 02:32:30.000,15.982,-77.451,24782.976930
1 Jan 2020 02:33:00.000,18.354,-77.486,24759.691185
1 Jan 2020 02:33:30.000,20.742,-77.512,24742.293909
1 Jan 2020 02:34:00.000,23.141,-77.529,24730.847858
1 Jan 2020 02:34:30.000,25.546,-77.537,24725.405950
1 Jan 2020 02:35:00.000,27.953,-77.536,24726.011042
1 Jan 2020 02:35:30.000,30.357,-77.526,24732.695754
1 Jan 2020 02:36:00.000,32.752,-77.507,24745.482407
1 Jan 2020 02:36:30.000,35.134,-77.478,24764.382661
1 Jan 2020 02:37:00.000,37.499,-77.441,24789.397862
1 Jan 2020 02:37:30.000,39.842,-77.396,24820.518796
1 Jan 2020 02:38:00.000,42.158,-77.342,24857.725788
1 Jan 2020 02:38:30.000,44.445,-77.281,24900.988793
1 Jan 2020 02:39:00.000,46.697,-77.213,24950.267665
1 Jan 2020 02:39:30.000,48.913,-77.138,25005.511793
1 Jan 2020 02:40:00.000,51.089,-77.057,25066.661103
